,player_name,goals_scored,assists,minutes,position_index,clean_sheets,total_points,ict,ict_pred
29018,Sebastian Prödl,0,0,459,2,0,7,11.3,14.132309176433068
29019,Ben Mee,1,2,4365,2,15,156,193.2,155.3252465156923
29020,Harry Maguire,4,5,4933,2,13,185,254.0,223.16860843287213
29021,Eldin Jakupovic,0,0,90,1,0,10,2.5,0.5800797506000333
29022,Kelechi Iheanacho,4,3,475,5,1,47,84.8,66.11842853932568
29023,André Ayew,9,7,3183,4,9,166,192.0,250.00791165040124
29024,Harry Winks,1,1,886,3,2,45,48.2,45.678267268331055
29025,Alberto Moreno,0,1,265,2,0,11,16.3,14.811715887415335
29026,Sead Kolasinac,0,2,335,2,2,29,21.5,22.638837859408127
29027,Ashley Barnes,26,6,6051,5,18,288,450.9,447.0018043341156
29028,Matthew Lowton,0,4,4635,2,15,158,182.5,167.24814718101186
29029,Matt Targett,0,1,610,2,1,18,33.2,26.22025845874419
29030,Luciano Narsingh,0,3,518,4,2,31,27.6,40.43546796766031
29031,Conor Coady,0,0,1350,2,4,40,25.9,41.24389015812176
29032,Leon Britton,0,0,1432,3,8,41,22.8,60.26482932631582
29033,Adlène Guédioura,0,1,473,3,0,15,25.8,20.818159732219836
29034,Nemanja Matic,1,1,3447,3,17,99,137.3,150.26459054806662
29035,Andrew Robertson,0,0,963,2,1,20,29.3,28.95178977978084
29036,Charlie Adam,1,4,1498,3,6,61,107.0,93.46317426579108
29037,Phil Bardsley,0,0,1078,2,3,27,34.6,33.16798093737114
29038,Samir Nasri,0,0,16,4,0,1,5.8,2.1298352122855615
29039,Heurelho Gomes,0,0,5375,1,12,175,129.5,138.23305875473022
29040,Martin Kelly,0,2,2997,2,6,78,87.3,102.11224608840108
29041,Hamza Choudhury,0,0,7,3,0,1,0.2,1.0313877948924963
29042,Curtis Davies,0,2,1710,2,1,34,70.7,69.94923709070575
29043,Max Meyer,0,1,338,4,0,17,25.1,18.32339080125768
29044,Marcos Alonso,1,2,1116,2,10,82,63.9,51.824607632109306
29045,Michy Batshuayi,5,1,335,5,0,49,54.8,56.93513973500973
29046,Chris Brunt,3,3,1362,3,3,73,78.3,94.32406669249342
29047,Nacer Chadli,6,6,2309,4,7,123,158.8,183.64058115624817
29048,Kurt Zouma,0,0,3,2,0,1,0.7,-0.8748709002103672
29049,Petr Cech,0,0,3547,1,14,162,96.7,87.08562375590826
29050,Jamaal Lascelles,3,0,4277,2,14,163,152.9,151.60434716056977
29051,Erik Pieters,0,2,3509,2,11,114,118.6,118.58141497820894
29052,Matthew Lowton,0,3,4410,2,15,143,173.1,154.30491616825992
29053,Carlos Sánchez,0,0,229,3,0,9,7.6,7.580093793499742
29054,Mousa Dembélé,1,2,2575,3,12,96,118.0,124.11362179054429
29055,Cesc Fàbregas,6,19,3023,3,12,188,373.3,310.2565745203887
29056,Ben Watson,0,0,509,3,0,13,13.7,15.690733556191752
29057,Charlie Austin,6,1,866,5,6,59,94.7,88.6428691803728
29058,James McCarthy,1,1,817,3,0,29,34.4,41.24767667560858
29059,Mohamed Salah,30,11,2559,4,13,288,413.0,458.2768455098335
29060,Matteo Darmian,0,0,1423,2,9,71,30.9,48.789247033447275
29061,James Milner,4,1,701,3,1,50,62.4,67.42278840804572
29062,Dwight McNeil,0,0,80,4,0,2,6.2,4.126501338141864
29063,James McCarthy,1,1,613,3,0,23,28.6,34.73270577514349
29064,Daniel Sturridge,4,6,967,5,4,69,122.5,110.19496939565694
29065,Simon Francis,0,1,3017,2,10,91,120.0,97.49651727663219
29066,Fernando Llorente,1,0,233,5,1,23,22.8,17.131659769883317
29067,Nathan Redmond,7,4,4267,4,16,173,339.4,263.0420899763145
29068,Jack Rodwell,0,1,1136,3,2,31,40.9,43.21786264105679
29069,Timothy Fosu-Mensah,0,0,629,2,1,18,19.3,19.362993757283597
29070,Jack Cork,3,3,5922,3,18,170,200.8,251.82767107829125
29071,David Meyler,1,0,929,3,2,31,35.0,40.10408108914629
29072,Phil Jones,0,0,1224,2,3,42,44.5,36.97719082692028
29073,Willy Caballero,0,0,270,1,0,6,4.8,8.463892919937043
29074,Nacho Monreal,4,5,4986,2,20,227,210.6,239.43443861056403
29075,Jack Simpson,0,0,71,2,0,1,0.6,1.5023279098578115
29076,Frederico Rodrigues de Paula Santos,1,0,482,3,1,21,28.1,26.15756689680307
29077,Daniel Sturridge,4,6,1064,5,4,77,128.7,114.6049290604298
29078,Enner Valencia,0,1,246,5,1,11,14.7,17.9639901683988
29079,Fraser Forster,0,0,1080,1,4,43,15.3,26.311575996921533
29080,Ander Herrera,1,6,2419,3,13,96,158.4,156.22576705529747
29081,Carl Jenkinson,0,0,82,2,0,2,2.1,1.8814582046457566
29082,Duncan Watmore,0,5,1025,4,2,43,51.4,73.0607011073569
29083,Nathan Redmond,7,4,4269,4,16,174,341.8,263.0939699289287
29084,Tammy Abraham,5,3,1623,5,4,83,107.5,122.04466194145492
29085,Marcin Wasilewski,0,0,90,2,0,1,1.1,2.1562753563359234
29086,Nacho Monreal,5,5,5394,2,21,246,229.8,262.46854037682203
29087,Luka Milivojevic,20,3,6913,3,22,313,390.5,435.535243330447
29088,Nathan Redmond,7,4,4267,4,16,173,339.4,263.0420899763145
29089,Javier Manquillo,0,1,1802,2,4,50,45.9,61.168787510452944
29090,Philippe Coutinho,13,8,2228,4,8,173,306.5,254.07321627077573
29091,Kristoffer Nordfeldt,0,0,90,1,0,3,2.5,0.5800797506000333
29092,Danny Williams,0,0,1198,3,1,32,27.6,36.676822990988306
29093,Sam Clucas,0,0,612,3,1,15,14.4,20.187983356216066
29094,Eldin Jakupovic,0,0,180,1,0,4,6.8,4.594434850273744
29095,Roberto Pereyra,2,3,1036,3,3,43,54.7,74.66551663272189
29096,Mohamed Salah,4,2,512,4,1,46,72.4,65.86200393243882
29097,Jay Fulton,0,0,707,3,3,20,18.7,27.434168649722878
29098,Nacho Monreal,6,8,6984,2,26,314,300.4,352.73491787324986
29099,Erik Pieters,0,2,4589,2,12,130,146.1,144.54861884716553
29100,Marc Pugh,2,3,2303,4,10,96,134.9,134.58487652208777
29101,Ola Aina,0,0,9,2,0,1,0.2,-0.6627306346079624
29102,Ibrahima Cissé,0,0,17,3,0,1,0.1,1.3312608973253184
29103,Conor Coady,0,0,2250,2,6,62,41.2,64.82975578149491
29104,Maya Yoshida,0,1,270,2,0,8,12.0,14.989880211264055
29105,Chung-yong Lee,0,1,386,4,2,22,20.7,23.68003763121166
29106,Kasper Schmeichel,0,0,7611,1,23,311,187.5,210.37808320683632
29107,Danny Ings,7,2,1375,5,5,82,135.6,118.73249180130178
29108,Ben Foster,0,0,1800,1,3,67,48.8,51.91630563483237
29109,Michel Vorm,0,0,236,1,1,9,5.5,2.696237372471007
29110,Geoff Cameron,0,0,909,3,4,35,34.7,35.25790627890274
29111,Gareth Barry,3,3,3793,3,11,120,193.1,176.28930207972616
29112,Wayne Routledge,3,2,2281,4,6,90,123.9,122.73197020862862
29113,Glen Johnson,0,0,2369,2,6,59,79.0,67.45087308677454
29114,Tim Ream,0,0,1525,2,2,29,28.4,44.316733405787986
29115,Leroy Fer,7,3,3799,3,8,136,184.3,209.04519205573564
29116,Benjamin Mendy,0,7,1170,2,6,77,77.8,85.79297574311242
29117,Glen Johnson,0,0,574,2,2,27,18.9,18.136041291297886
29118,Heurelho Gomes,0,0,3427,1,7,121,85.4,88.01665884326859
29119,Matthew Pennington,1,0,180,2,0,9,10.8,13.960943036788557
29120,Víctor Valdés,0,0,2520,1,8,102,61.0,63.74776195335646
29121,Sam Byram,0,1,1495,2,3,34,53.9,52.61963238968835
29122,Jacob Murphy,0,0,78,4,0,5,4.1,4.063959447837428
29123,Jan Kirchhoff,0,0,298,3,0,6,7.7,9.583499208868126
29124,Dominic Calvert-Lewin,7,8,2570,5,6,128,167.7,215.2657470818598
29125,David Nugent,0,0,3,5,0,2,0.1,1.3824578197998871
29126,Ayoze Pérez,2,2,1326,5,4,53,82.6,81.90791153372155
29127,Wilfried Zaha,23,23,7721,4,24,384,666.1,681.3896011622118
29128,Michael Carrick,0,0,1601,3,5,42,54.5,53.78399248729727
29129,Nicolás Otamendi,5,2,6786,2,33,324,309.0,272.51776637232445
29130,Matt Phillips,5,12,4088,4,14,193,253.0,314.3943789704634
29131,Ryan Fraser,4,9,2366,4,7,126,155.6,193.96262780169639
29132,Gaël Clichy,1,0,1174,2,3,52,46.5,44.482946769707254
29133,Ethan Ampadu,0,0,10,2,0,1,0.7,-0.6274199288613609
29134,Curtis Davies,0,1,810,2,1,20,39.7,32.585122043358275
29135,Mario Lemina,1,0,1580,3,4,52,58.6,60.462007926033806
29136,Erik Lamela,1,1,595,4,4,28,62.2,44.12371163136976
29137,Lewis Cook,0,3,1795,3,3,58,82.9,79.576460600824
29138,Jordon Mutch,0,0,53,3,0,4,3.1,2.406249712292812
29139,José Holebas,2,4,2635,2,7,87,135.7,131.55649641817666
29140,Karl Darlow,0,0,900,1,2,33,25.9,25.768520978434147
29141,Eric Bailly,1,0,2967,2,19,153,92.6,98.24903446545288
29142,Jay Fulton,0,0,105,3,1,5,4.2,6.08965942977537
29143,Joe Allen,6,4,3823,3,12,142,217.6,219.146310938843
29144,Georginio Wijnaldum,3,3,1718,3,5,74,111.9,108.58587822572626
29145,Gareth Barry,2,1,2739,3,9,85,140.6,118.0287099763007
29146,Olivier Giroud,2,1,97,5,0,26,18.0,25.5055416589257
29147,Christian Eriksen,15,27,5207,4,28,354,614.0,607.7253791870559
29148,Roque Mesa,0,0,753,3,2,18,20.9,26.012731245699925
29149,Grzegorz Krychowiak,0,2,620,3,1,24,19.4,33.03422660431083
29150,Matty James,0,0,991,3,4,26,31.4,37.18293314772649
29151,Lee Grant,0,0,360,1,2,22,9.6,3.9302099364654666
29152,Álvaro Negredo,5,4,1502,5,5,76,104.4,125.22030598586379
29153,Henrikh Mkhitaryan,3,1,885,4,6,50,103.8,75.85175015499821
29154,Raúl Jiménez,4,6,1270,5,5,81,121.6,125.81356392634042
29155,Geoff Cameron,0,1,2297,3,7,75,86.9,82.79914121460774
29156,Lee Peltier,0,0,642,2,2,19,15.5,20.181481680266295
29157,Michael Dawson,2,0,900,2,0,34,48.9,45.45937918871984
29158,Manuel Lanzini,13,10,4896,4,16,244,391.2,390.9609589555016
29159,César Azpilicueta,0,1,900,2,5,51,36.2,36.611072306535576
29160,Wayne Hennessey,0,0,6480,1,19,255,158.0,167.1318369880022
29161,Abdelhamid Sabiri,0,1,217,4,1,10,12.4,16.009191564464302
29162,Ilkay Gündogan,4,2,1174,3,5,84,96.5,95.21291800453534
29163,Aaron Mooy,6,4,4934,3,13,174,329.3,250.86537920022118
29164,Marko Grujic,0,0,56,3,0,6,8.0,2.495524844779208
29165,Javier Hernández Balcázar,2,0,270,5,0,18,24.6,26.55782205882543
29166,Martin Cranie,0,0,89,2,0,2,2.2,2.1219649843625064
29167,Christian Eriksen,5,5,1305,4,6,88,159.2,131.10465438547487
29168,Juan Mata,3,1,814,4,5,52,93.0,70.78353770818173
29169,Fernando Llorente,11,2,1823,5,3,107,166.6,164.12402201606062
29170,Victor Lindelöf,1,1,3262,2,11,125,92.5,114.1745925925995
29171,Eric Bailly,1,0,3258,2,20,165,98.3,108.04488749967724
29172,Bojan Krkic,3,0,475,5,0,30,32.1,42.56054195771997
29173,Jonathan Benteke,0,0,7,5,0,1,1.4,1.5369812697549143
29174,Lee Peltier,0,0,1362,2,4,37,29.5,41.54224294934193
29175,Eric Bailly,1,0,2688,2,19,151,85.8,82.61799952680995
29176,Nemanja Matic,0,7,1618,3,11,71,81.4,121.45092614842976
29177,Florent Hadergjonaj,0,0,202,2,1,9,10.2,5.906352974051911
29178,Daniel Ayala,1,0,278,2,1,14,18.0,17.02149071335011
29179,Anthony Martial,2,3,707,4,4,48,67.0,68.1468144307684
29180,Kasey Palmer,0,0,168,4,1,4,7.2,8.874882959694217
29181,Christian Eriksen,3,4,1215,4,5,86,139.2,102.59854859512585
29182,Curtis Davies,0,1,180,2,1,15,15.5,11.216903340788534
29183,Andrew Surman,0,0,810,3,2,19,28.3,27.4742198099904
29184,Islam Slimani,8,5,1625,5,6,108,138.5,157.04372763636417
29185,Nacer Chadli,6,6,2294,4,7,123,157.1,183.14193475159664
29186,Abdelhamid Sabiri,0,0,15,4,0,6,2.3,2.0987035134534864
29187,Connor Wickham,0,0,284,5,0,13,11.1,12.639714759825509
29188,Borja Bastón,1,2,551,5,1,31,31.8,44.636187484527696
29189,Islam Slimani,8,5,1650,5,6,108,140.9,158.03982445070085
29190,Grady Diangana,0,1,338,4,1,15,30.5,19.882922454155953
29191,Miguel Britos,2,2,2995,2,8,93,115.4,121.81546832631854
29192,Ryan Sessegnon,2,5,1460,3,0,69,96.1,103.63841049569741
29193,Hugo Lloris,0,0,3094,1,16,151,70.8,66.78905720503683
29194,Matthew Pennington,1,0,180,2,0,9,10.8,13.960943036788557
29195,Granit Xhaka,1,0,269,3,1,15,16.0,20.168289547315027
29196,Chris Brunt,3,7,3257,3,10,139,214.2,197.10883523063188
29197,Bruno Saltor Grau,0,0,1545,2,8,65,38.4,51.83940142669918
29198,Kelechi Iheanacho,4,3,490,5,1,49,85.7,66.79358592844021
29199,Adrian Mariappa,0,0,3254,2,9,93,95.5,91.18445160085916
29200,Harry Winks,1,1,494,3,0,30,32.8,30.9608852966332
29201,Aaron Mooy,0,1,90,3,1,16,8.7,10.496360563031082
29202,Kevin Wimmer,0,0,537,2,0,3,9.3,16.52855103114563
29203,Bruno Martins Indi,1,0,3237,2,11,109,104.1,104.5356377597465
29204,Sadio Mané,43,18,7417,4,41,534,774.6,787.5959698991481
29205,Lee Peltier,0,0,160,2,0,2,2.7,4.529324180906837
29206,Nampalys Mendy,0,1,2343,3,8,64,43.3,86.75780519522856
29207,Chung-yong Lee,0,1,287,4,2,18,19.6,20.687851531983693
29208,Marc Albrighton,2,6,2340,3,8,95,140.7,148.28603749763698
29209,Christian Benteke,16,3,4339,5,11,172,354.2,298.47274373222996
29210,Kurt Zouma,1,1,3047,2,7,102,119.0,103.00778495789943
29211,Mohamed Elneny,0,2,957,3,4,37,45.9,49.53796236838346
29212,Elias Kachunga,1,1,1480,4,6,50,57.8,73.74702088880927
29213,Harry Arter,2,4,5141,3,15,139,198.8,219.7161665954534
29214,Rekeem Harper,0,0,20,3,0,1,2.7,1.4211123132213643
29215,Arouna Koné,0,0,46,5,0,3,4.6,3.0512357638059306
29216,Tom Davies,1,1,271,3,2,24,17.2,27.476986701537022
29217,Aaron Cresswell,0,5,3699,2,11,128,144.6,150.12075714528515
29218,Luka Milivojevic,12,2,3943,3,10,179,200.4,247.46689366357384
29219,David Silva,2,8,2372,4,8,108,240.4,175.58942852778608
29220,Miguel Britos,1,2,2280,2,6,71,90.9,93.17096579266087
29221,David Button,0,0,360,1,1,15,8.9,8.144487928357359
29222,Nahki Wells,0,0,46,5,0,9,4.7,3.0512357638059306
29223,Willy Boly,1,0,1710,2,5,70,63.6,60.05795114611705
29224,Peter Crouch,4,2,793,5,1,53,73.9,74.49992837550111
29225,Wayne Rooney,1,5,814,5,3,40,85.7,80.75075451091634
29226,Patrick van Aanholt,5,1,3114,2,5,106,177.9,140.09857471685996
29227,Chris Brunt,3,3,1452,3,3,75,83.2,97.11638626180768
29228,Valon Behrami,0,0,1306,3,3,29,20.9,42.059887845025315
29229,Claudio Yacob,0,0,2667,3,6,63,57.0,81.51858301262874
29230,Alberto Moreno,0,2,1723,2,6,71,85.9,69.56952236536274
29231,Nathaniel Clyne,0,2,4054,2,15,156,177.6,138.91452622974452
29232,Daryl Janmaat,0,0,129,2,0,6,4.0,3.4852561993540583
29233,Fraizer Campbell,1,0,120,5,0,12,12.3,13.169276215516891
29234,Jack Stephens,0,0,301,2,0,10,10.2,9.153616546827255
29235,Charlie Austin,6,1,866,5,6,59,94.7,88.6428691803728
29236,Eric Dier,0,0,401,3,3,11,14.3,19.510948293995874
29237,Steven Defour,1,4,2087,3,11,87,110.7,124.90172037389134
29238,Terence Kongolo,1,1,3313,2,6,84,111.2,110.89275721502366
29239,Christopher Schindler,1,2,4054,2,10,126,144.8,139.68211568094728
29240,Ben Davies,0,0,671,2,3,32,33.5,21.671543502669934
29241,Abdelhamid Sabiri,0,1,262,4,1,11,13.1,17.448071351294395
29242,Matt Ritchie,0,7,1841,3,5,75,130.1,115.55754698824815
29243,Davy Pröpper,1,5,5503,3,13,156,182.8,231.46174304673718
29244,Matt Phillips,4,9,2091,4,6,115,138.8,180.332094768613
29245,Johann Berg Gudmundsson,3,12,3830,4,13,167,284.0,287.78373430684906
29246,Enner Valencia,2,2,619,5,2,47,49.7,53.49724883830867
29247,Adama Traoré,0,0,692,4,3,25,29.2,28.429268676183547
29248,Marcus Bettinelli,0,0,630,1,0,15,19.4,22.71410592831152
29249,Seamus Coleman,4,4,2406,2,10,136,124.9,145.4366408182285
29250,Julien Ngoy,0,0,68,5,0,6,6.8,3.9117738355406004
29251,Geoff Cameron,0,1,1809,3,7,68,73.4,72.3157290877679
29252,Danny Rose,2,5,2411,2,11,114,146.9,135.95533083593187
29253,Matt Phillips,4,9,1919,4,6,111,130.6,173.57348718418473
29254,Rudy Gestede,0,0,92,5,0,7,8.4,4.85599835960873
29255,Max Gradel,0,0,107,4,0,7,7.7,4.971919534849036
29256,Romelu Lukaku,28,8,4992,5,18,277,466.7,462.51555473974423
29257,Shinji Okazaki,7,1,2071,5,9,97,134.8,139.0754690081145
29258,Michael Keane,0,2,2739,2,7,98,102.7,95.70259133238476
29259,Aleksandar Mitrovic,1,0,87,5,0,9,16.6,11.867089524693085
29260,Arthur Masuaku,0,3,1082,2,3,45,47.8,56.70348967962877
29261,Jesse Lingard,1,2,1124,4,7,52,105.5,75.82354013679094
29262,Daniel Amartey,1,1,1673,3,4,54,57.0,70.63343517828324
29263,Lynden Gooch,0,0,303,4,1,9,12.1,12.841914619686925
29264,Álvaro Morata,9,4,1183,5,8,86,145.4,144.43251323069302
29265,Dean Marney,1,2,1764,3,5,51,40.5,83.01025680120132
29266,Ramadan Sobhi,0,1,81,4,1,10,2.4,11.657265790119187
29267,Rob Holding,0,0,270,2,1,7,8.8,8.1821317066512
29268,Jordon Mutch,0,0,9,3,0,1,1.8,1.0914082001316334
29269,Mike van der Hoorn,1,0,1950,2,8,79,63.5,70.56748171328597
29270,Raheem Sterling,0,1,90,4,0,9,4.1,9.818003604212564
29271,Javier Hernández Balcázar,6,2,1246,5,5,79,90.2,106.91228479389515
29272,Adrian Mariappa,0,0,3344,2,9,93,97.5,93.14481880952019
29273,Leon Balogun,0,0,160,2,0,2,3.6,4.529324180906837
29274,Ben Watson,0,0,54,3,0,1,0.6,2.4360131550032023
29275,Antonio Valencia,4,4,4684,2,26,248,248.3,200.54718268561362
29276,Phil Jones,0,0,3467,2,19,171,108.3,113.11158755957324
29277,Jonathan Calleri,0,0,135,5,0,6,8.4,6.562620009061632
29278,Joshua King,23,7,5074,5,16,288,423.1,411.1566814675806
29279,Dejan Lovren,5,3,5663,2,28,279,243.0,245.9465874789679
29280,Adam Lallana,8,7,2572,4,10,153,246.8,226.96455477994778
29281,Joel Robles,0,1,657,1,5,47,20.6,11.514116775827944
29282,Pape Souaré,0,0,270,2,0,6,9.7,8.153221760952853
29283,Darron Gibson,0,0,197,3,0,6,1.7,6.647380677730165
29284,Andrew Surman,2,6,4549,3,11,149,163.5,215.52589909863224
29285,Sam Vokes,13,6,2767,5,6,169,219.5,238.3011268092788
29286,Danny Welbeck,8,5,2072,5,7,126,171.0,176.76423251184247
29287,Omar Elabdellaoui,0,0,525,2,1,14,11.9,16.24656345573827
29288,Kevin Mirallas,1,1,155,4,0,16,12.9,20.631035589691166
29289,Angelo Ogbonna,1,0,4825,2,11,124,150.0,145.42067737847697
29290,James Ward-Prowse,2,4,1034,3,5,58,103.7,84.90235594139507
29291,Steven Davis,0,2,1370,3,5,43,75.8,63.4158966606975
29292,Fabio Borini,0,0,153,4,1,4,3.5,8.435718609743871
29293,James Maddison,7,7,2669,4,7,134,300.6,211.24429591335132
29294,Lukasz Fabianski,0,0,6390,1,17,257,172.9,165.7850715981948
29295,Mohamed Salah,18,8,1763,4,8,189,279.4,280.39532606908654
29296,Liam Rosenior,0,0,163,2,0,3,3.6,4.6298036356845245
29297,Artur Boruc,0,0,3150,1,9,120,82.4,78.77893609552139
29298,Axel Tuanzebe,0,0,303,2,2,14,7.8,9.43495344195697
29299,Benjamin Mendy,0,7,1260,2,6,79,81.4,90.13639830618567
29300,Sebastian Larsson,0,1,1072,3,3,30,44.5,43.36500581840952
29301,Tom Davies,0,0,18,3,0,2,0.6,1.3612169810513457
29302,Rob Holding,0,1,2435,2,8,83,82.9,81.24301296526961
29303,Federico Fernández,1,2,4926,2,13,145,175.0,164.64267405915285
29304,Johann Berg Gudmundsson,5,17,4654,4,15,216,345.8,382.3670159485688
29305,Jordon Mutch,0,0,53,3,0,4,3.1,2.406249712292812
29306,Harry Arter,0,2,1843,3,6,49,73.8,77.94755459223971
29307,Lucas Pérez,1,1,272,5,1,20,32.9,25.656949026313555
29308,Steve Cook,2,0,3780,2,10,116,171.9,122.86465937082595
29309,John Stones,0,0,3153,2,11,114,106.2,93.73500786220559
29310,Damien Delaney,0,1,1206,2,2,31,37.3,44.35985801095207
29311,Brandon Mason,0,0,23,2,0,1,0.2,-0.16956767871291945
29312,Arthur Masuaku,0,3,1172,2,3,44,51.8,59.73139930979045
29313,Shkodran Mustafi,3,2,3008,2,15,144,153.7,139.57182198510782
29314,Nathaniel Chalobah,0,0,451,3,3,14,20.1,20.854159583142476
29315,Ken Sema,0,0,48,3,0,4,3.2,2.2573559132439307
29316,Adam Smith,1,1,450,2,1,27,22.9,29.718328693032674
29317,Sokratis Papastathopoulos,0,0,488,2,0,5,11.1,15.027301950109983
29318,Rachid Ghezzal,1,0,400,4,1,19,38.0,24.727136040754836
29319,Lewis Cook,0,4,3205,3,7,96,136.8,133.8825520334637
29320,Shkodran Mustafi,7,3,7067,2,24,279,332.7,318.3469804927687
29321,Nikola Vlasic,0,0,10,4,0,3,0.1,1.9430702638312702
29322,Adama Traoré,0,0,502,4,2,14,22.1,20.77315054403823
29323,Jeffrey Schlupp,4,6,4070,3,8,173,192.7,219.6665766250083
29324,Nicolás Otamendi,0,1,681,2,1,22,34.0,28.512765654406735
29325,Sean Longstaff,1,1,686,3,3,26,30.9,42.2454320570336
29326,Fraser Forster,0,0,3780,1,16,162,65.5,92.03974580787305
29327,Reece Oxford,0,0,4,2,0,1,0.3,-0.8394812525195494
29328,Ryan Fraser,3,6,1174,4,3,76,83.9,108.96288740321123
29329,Mamadou Sakho,0,0,686,2,4,35,23.2,22.750203879197727
29330,Mark Noble,6,0,4159,3,13,135,168.5,190.97846078098848
29331,Luciano Vietto,1,4,980,5,1,47,85.6,81.13422563880287
29332,Granit Xhaka,3,11,5472,3,20,190,315.6,323.1655007024092
29333,Toby Alderweireld,1,0,6609,2,31,270,249.1,219.25076272211857
29334,Stephen Kingsley,0,0,585,2,2,19,16.7,18.47022362353379
29335,Adama Diakhaby,0,0,230,5,1,9,5.0,9.739731669301825
29336,Ross Barkley,1,1,564,3,1,26,60.4,34.510293949414375
29337,Erik Lamela,1,1,595,4,4,28,62.2,44.12371163136976
29338,Yannick Bolasie,2,5,1651,4,5,75,108.1,116.78595795923347
29339,Vincent Kompany,4,1,2899,2,14,147,122.9,135.54995103831084
29340,Mohamed Elneny,0,2,957,3,4,37,45.9,49.53796236838346
29341,Johann Berg Gudmundsson,1,2,922,4,3,41,59.3,57.65794300141238
29342,Peter Crouch,10,5,2096,5,4,124,186.0,186.29548579515142
29343,Wayne Hennessey,0,0,4590,1,11,167,119.2,113.74575944786936
29344,Héctor Bellerín,3,14,7085,2,26,311,367.6,356.8833312087237
29345,Steven Defour,2,4,3066,3,17,116,151.7,176.35023819993938
29346,Sam Vokes,14,6,3012,5,7,184,234.4,254.78425008117392
29347,Jannik Vestergaard,0,0,540,2,2,15,17.9,17.094661034121874
29348,André Ayew,0,0,34,4,0,1,0.5,2.6905143477366344
29349,Wilfried Bony,2,0,684,5,3,29,49.0,40.98386114957576
29350,Ander Herrera,0,3,1817,3,9,59,120.3,94.8088281811476
29351,Nacho Monreal,6,8,6894,2,25,314,296.8,347.6732994546629
29352,Loïc Damour,0,0,21,3,0,2,0.9,1.4510515920290104
29353,Mesut Özil,5,3,1246,4,3,78,140.2,108.95825055100256
29354,Loris Karius,0,0,1710,1,7,83,29.4,40.97450804371923
29355,Arthur Masuaku,0,5,3999,2,11,133,159.9,156.6112150427045
29356,Michail Antonio,14,14,5035,4,18,262,410.9,452.10715283245986
29357,Phil Bardsley,0,0,661,2,2,20,20.0,20.74461368329287
29358,Christian Fuchs,2,5,4750,2,12,160,212.2,196.95604842682502
29359,Ben Davies,0,0,321,2,1,12,18.4,9.85122073654665
29360,Alex Oxlade-Chamberlain,1,2,463,3,1,40,46.7,37.1741747243116
29361,Leonardo Ulloa,1,0,466,5,2,28,41.8,25.611853904260727
29362,Eldin Jakupovic,0,0,180,1,0,4,6.8,4.594434850273744
29363,Stephan Lichtsteiner,0,0,55,2,0,1,0.9,0.9482298006504939
29364,Phil Jones,0,1,4683,2,23,212,145.0,157.4700453755505
29365,Ilkay Gündogan,3,1,704,3,3,41,59.6,61.41457570569615
29366,Adam Smith,3,8,7055,2,17,226,282.0,299.0500740335166
29367,Aaron Lennon,0,0,15,4,0,1,0.9,2.0987035134534864
29368,Marko Arnautovic,1,2,1232,5,4,36,79.5,71.6573730088669
29369,Thibaut Courtois,0,0,5580,1,29,250,89.3,109.68471435583216
29370,Conor Coady,0,0,1620,2,5,52,31.5,49.143042972561744
29371,Steve Cook,2,0,1440,2,5,63,76.9,61.995155618983986
29372,Conor Coady,0,0,3150,2,8,87,56.1,87.44607539218362
29373,Kurt Zouma,1,1,2205,2,5,76,90.4,81.1090989387635
29374,Darron Gibson,0,0,338,3,1,10,6.7,12.688384266436383
29375,Cheikhou Kouyaté,2,1,3417,3,12,105,100.6,142.10953050185265
29376,Elias Kachunga,1,1,2198,4,7,67,80.4,94.91898411246734
29377,Pedro Obiang,3,2,3321,3,9,108,109.4,150.47124463234877
29378,Stefan Johansen,0,0,41,3,0,4,1.8,2.048687392091674
29379,Marc Navarro,0,0,83,2,0,1,2.2,1.9158522268676652
29380,Ben Hamer,0,0,192,1,0,4,7.8,5.118492848073448
29381,Troy Deeney,3,3,1445,5,3,62,92.7,102.94129929608016
29382,Theo Walcott,10,3,1962,4,8,125,184.6,188.4066569184261
29383,Anthony Martial,0,2,271,4,1,23,19.2,23.525145424170493
29384,Kevin Stewart,0,0,20,3,0,4,0.4,1.4211123132213643
29385,Stephan Lichtsteiner,0,0,259,2,0,5,5.6,7.796151176129634
29386,Robert Kenedy Nunes do Nascimento,3,3,2298,3,12,96,137.3,143.63195539535684
